"max_temp","min_temp","air_frost_days","rain_mm","sun","station","lat","long","month_year"
18.6,8,0,41.6,220.3,"braemar",57.006,-3.396,"1992-06-01"
16.3,8.8,0,42.6,128.3,"braemar",57.006,-3.396,"1992-07-01"
15.3,6.9,0,125.7,130.3,"braemar",57.006,-3.396,"1992-08-01"
13.4,6.3,0,92.9,95,"braemar",57.006,-3.396,"1992-09-01"
8,0.5,12,72.8,72.5,"braemar",57.006,-3.396,"1992-10-01"
6.8,0.3,12,85.8,48,"braemar",57.006,-3.396,"1992-11-01"
3.9,-2.4,19,76.3,30.9,"braemar",57.006,-3.396,"1992-12-01"
4.8,-0.6,18,162,29.2,"braemar",57.006,-3.396,"1993-01-01"
7,2.2,8,31.8,34.1,"braemar",57.006,-3.396,"1993-02-01"
7.2,0,14,59.8,110.1,"braemar",57.006,-3.396,"1993-03-01"
9.9,2.2,3,75.3,107.8,"braemar",57.006,-3.396,"1993-04-01"
12.6,3.5,3,106.1,144.4,"braemar",57.006,-3.396,"1993-05-01"
15.9,7.9,0,30.5,130.2,"braemar",57.006,-3.396,"1993-06-01"
15.4,7.8,0,49,150,"braemar",57.006,-3.396,"1993-07-01"
15.3,7.1,0,44.8,122.1,"braemar",57.006,-3.396,"1993-08-01"
13.1,4.3,7,107.1,120.4,"braemar",57.006,-3.396,"1993-09-01"
8,1,15,173.3,71.2,"braemar",57.006,-3.396,"1993-10-01"
5.1,-2.4,18,45,34.3,"braemar",57.006,-3.396,"1993-11-01"
3,-2.4,24,84.4,23.9,"braemar",57.006,-3.396,"1993-12-01"
4,-0.9,21,124.1,21.7,"braemar",57.006,-3.396,"1994-01-01"
1.9,-2.4,21,113.4,20.6,"braemar",57.006,-3.396,"1994-02-01"
5.9,-0.1,15,148.7,109.6,"braemar",57.006,-3.396,"1994-03-01"
8.4,1.6,9,72.8,122.2,"braemar",57.006,-3.396,"1994-04-01"
11.8,2,12,12.2,201.5,"braemar",57.006,-3.396,"1994-05-01"
15.7,7,0,46.3,174.8,"braemar",57.006,-3.396,"1994-06-01"
18.7,9.1,0,31.9,158,"braemar",57.006,-3.396,"1994-07-01"
16.9,7.9,0,41.8,143.5,"braemar",57.006,-3.396,"1994-08-01"
13.4,5.4,0,72.1,99.3,"braemar",57.006,-3.396,"1994-09-01"
10.5,2.8,10,83.2,69.1,"braemar",57.006,-3.396,"1994-10-01"
9.4,3.8,7,69.5,27.7,"braemar",57.006,-3.396,"1994-11-01"
5.8,0.4,11,88,33.6,"braemar",57.006,-3.396,"1994-12-01"
4,-2.1,23,155.1,28.4,"braemar",57.006,-3.396,"1995-01-01"
4.6,-1.3,17,84.4,63.2,"braemar",57.006,-3.396,"1995-02-01"
4.9,-2.2,24,65.1,118.9,"braemar",57.006,-3.396,"1995-03-01"
9.3,1.2,11,42.6,103.8,"braemar",57.006,-3.396,"1995-04-01"
12.6,3.3,9,74.6,169.7,"braemar",57.006,-3.396,"1995-05-01"
17.6,6.3,0,21.4,246.4,"braemar",57.006,-3.396,"1995-06-01"
19.8,9.1,0,42.2,198.1,"braemar",57.006,-3.396,"1995-07-01"
22.1,8.1,0,20.3,236.3,"braemar",57.006,-3.396,"1995-08-01"
14,6.5,1,180.8,78.5,"braemar",57.006,-3.396,"1995-09-01"
12.8,5.5,3,146,80.2,"braemar",57.006,-3.396,"1995-10-01"
7.9,2,10,78.2,25.8,"braemar",57.006,-3.396,"1995-11-01"
1.3,-5.2,22,59.4,27.2,"braemar",57.006,-3.396,"1995-12-01"
4.3,0.9,12,96.3,11.5,"braemar",57.006,-3.396,"1996-01-01"
3.2,-3.2,22,97.1,76.3,"braemar",57.006,-3.396,"1996-02-01"
4.3,-0.7,23,41,72.5,"braemar",57.006,-3.396,"1996-03-01"
9.1,2.5,6,62.4,117.3,"braemar",57.006,-3.396,"1996-04-01"
10.2,1.9,10,43.4,148.4,"braemar",57.006,-3.396,"1996-05-01"
16.7,6.9,0,15.9,239,"braemar",57.006,-3.396,"1996-06-01"
18,8.3,0,47.5,169.6,"braemar",57.006,-3.396,"1996-07-01"
17.9,9.5,0,51.4,139.4,"braemar",57.006,-3.396,"1996-08-01"
15.6,6,0,32.5,150.2,"braemar",57.006,-3.396,"1996-09-01"
12,5.3,0,112.8,60.9,"braemar",57.006,-3.396,"1996-10-01"
5.4,-1.4,18,121.4,55.9,"braemar",57.006,-3.396,"1996-11-01"
3.4,-2.4,23,52.7,27,"braemar",57.006,-3.396,"1996-12-01"
3.9,-2.6,22,22.3,33.3,"braemar",57.006,-3.396,"1997-01-01"
6,-0.3,16,124.4,51.8,"braemar",57.006,-3.396,"1997-02-01"
9.3,2.2,6,70.9,128.9,"braemar",57.006,-3.396,"1997-03-01"
10.8,2,7,14.4,100.6,"braemar",57.006,-3.396,"1997-04-01"
13,3.8,4,94.6,166.9,"braemar",57.006,-3.396,"1997-05-01"
15,6.1,0,90,144,"braemar",57.006,-3.396,"1997-06-01"
18.9,8.4,0,49.7,201.8,"braemar",57.006,-3.396,"1997-07-01"
20.3,9.3,0,45.1,193.7,"braemar",57.006,-3.396,"1997-08-01"
15.2,5.4,4,42.2,168.5,"braemar",57.006,-3.396,"1997-09-01"
11.5,3.4,7,35.1,104.5,"braemar",57.006,-3.396,"1997-10-01"
8.4,3.4,3,121.8,25.9,"braemar",57.006,-3.396,"1997-11-01"
6,0.9,14,102,13.5,"braemar",57.006,-3.396,"1997-12-01"
5.1,-0.5,13,81.6,21.7,"braemar",57.006,-3.396,"1998-01-01"
8.9,4,3,40.6,60.2,"braemar",57.006,-3.396,"1998-02-01"
7.9,0.5,12,53.5,83.1,"braemar",57.006,-3.396,"1998-03-01"
7.1,0.5,12,184.1,132.3,"braemar",57.006,-3.396,"1998-04-01"
14.6,4.6,4,39,184.3,"braemar",57.006,-3.396,"1998-05-01"
14.1,6.3,0,87.7,119.3,"braemar",57.006,-3.396,"1998-06-01"
16,8.4,0,95,139.9,"braemar",57.006,-3.396,"1998-07-01"
16.4,8.6,0,34.6,146.7,"braemar",57.006,-3.396,"1998-08-01"
15.4,7.5,0,73.8,111.9,"braemar",57.006,-3.396,"1998-09-01"
9.2,2.8,6,129.9,75.3,"braemar",57.006,-3.396,"1998-10-01"
6.3,-0.7,12,98.2,54.8,"braemar",57.006,-3.396,"1998-11-01"
6.1,-0.1,14,96.5,16.8,"braemar",57.006,-3.396,"1998-12-01"
4.4,-0.4,14,105.9,34.2,"braemar",57.006,-3.396,"1999-01-01"
4.7,-1.2,17,54.5,57.3,"braemar",57.006,-3.396,"1999-02-01"
7.3,0.4,12,46.5,105.5,"braemar",57.006,-3.396,"1999-03-01"
11.2,2.1,9,63.1,134.4,"braemar",57.006,-3.396,"1999-04-01"
14,5.1,1,63.8,178.2,"braemar",57.006,-3.396,"1999-05-01"
15.2,6.6,1,54.5,154,"braemar",57.006,-3.396,"1999-06-01"
19.3,9.2,0,51.2,167.7,"braemar",57.006,-3.396,"1999-07-01"
16.9,6.6,3,32.5,142,"braemar",57.006,-3.396,"1999-08-01"
16.2,7.7,0,164.5,115.5,"braemar",57.006,-3.396,"1999-09-01"
11,5,2,73.3,43,"braemar",57.006,-3.396,"1999-10-01"
8.5,2.2,8,61.8,26.8,"braemar",57.006,-3.396,"1999-11-01"
3.4,-2.2,20,197.2,25.1,"braemar",57.006,-3.396,"1999-12-01"
6.5,0.4,13,99.6,37.7,"braemar",57.006,-3.396,"2000-01-01"
5.8,-0.4,16,88.2,57.9,"braemar",57.006,-3.396,"2000-02-01"
8.9,1.1,13,53.7,100.7,"braemar",57.006,-3.396,"2000-03-01"
8.7,0.9,11,122.2,129.3,"braemar",57.006,-3.396,"2000-04-01"
14.8,3.4,3,31.8,239.3,"braemar",57.006,-3.396,"2000-05-01"
15.2,6.1,1,42.3,157.5,"braemar",57.006,-3.396,"2000-06-01"
17.6,7.6,1,91.5,164.9,"braemar",57.006,-3.396,"2000-07-01"
17.8,8,0,73.8,140.8,"braemar",57.006,-3.396,"2000-08-01"
14.8,7,0,115.2,111.6,"braemar",57.006,-3.396,"2000-09-01"
10.6,4.3,4,160.2,64.3,"braemar",57.006,-3.396,"2000-10-01"
6.2,1.1,7,163.5,32.4,"braemar",57.006,-3.396,"2000-11-01"
5,0.7,12,123,13.9,"braemar",57.006,-3.396,"2000-12-01"
3.1,-2.8,22,67.1,32.7,"braemar",57.006,-3.396,"2001-01-01"
3.8,-2.3,19,82.3,69.7,"braemar",57.006,-3.396,"2001-02-01"
4.6,-2.4,19,62.9,89.9,"braemar",57.006,-3.396,"2001-03-01"
8.4,0.9,12,33.2,147.3,"braemar",57.006,-3.396,"2001-04-01"
16.2,4,6,16.9,227.2,"braemar",57.006,-3.396,"2001-05-01"
14.6,6.3,2,43.4,142.6,"braemar",57.006,-3.396,"2001-06-01"
17.4,9.2,0,77.6,105.3,"braemar",57.006,-3.396,"2001-07-01"
16.8,8.3,0,92,122.6,"braemar",57.006,-3.396,"2001-08-01"
13.4,7,0,49.4,78.7,"braemar",57.006,-3.396,"2001-09-01"
12.8,7.9,0,170.2,59.9,"braemar",57.006,-3.396,"2001-10-01"
8.5,1.4,13,67.2,41.8,"braemar",57.006,-3.396,"2001-11-01"
4.3,-2.1,23,69.6,19.9,"braemar",57.006,-3.396,"2001-12-01"
6.2,-0.2,11,115,33.6,"braemar",57.006,-3.396,"2002-01-01"
5,-0.2,12,133.1,51.1,"braemar",57.006,-3.396,"2002-02-01"
7.8,0.5,14,57.4,95.5,"braemar",57.006,-3.396,"2002-03-01"
11,1.9,7,41.1,141.6,"braemar",57.006,-3.396,"2002-04-01"
13.6,4.5,3,87.4,168.7,"braemar",57.006,-3.396,"2002-05-01"
15.3,7.9,0,60.8,127.1,"braemar",57.006,-3.396,"2002-06-01"
16.7,8.9,0,121.1,100.7,"braemar",57.006,-3.396,"2002-07-01"
18.5,10.2,0,85.8,136.3,"braemar",57.006,-3.396,"2002-08-01"
16,6,2,33.1,121,"braemar",57.006,-3.396,"2002-09-01"
8.7,2.6,6,155.4,58.7,"braemar",57.006,-3.396,"2002-10-01"
7.7,2.5,6,162.7,34.8,"braemar",57.006,-3.396,"2002-11-01"
4.3,1.3,7,63.5,5.6,"braemar",57.006,-3.396,"2002-12-01"
4.9,-1.5,17,83.3,20.4,"braemar",57.006,-3.396,"2003-01-01"
5.4,-2.8,23,39.1,85.9,"braemar",57.006,-3.396,"2003-02-01"
10.9,-0.1,14,50.7,147.8,"braemar",57.006,-3.396,"2003-03-01"
12.8,1.7,11,43.6,162.9,"braemar",57.006,-3.396,"2003-04-01"
12.6,5,1,72.4,132,"braemar",57.006,-3.396,"2003-05-01"
17.5,8.6,0,21.1,157.9,"braemar",57.006,-3.396,"2003-06-01"
19.4,10.4,0,43.2,169.6,"braemar",57.006,-3.396,"2003-07-01"
19.8,9,0,9.3,181.5,"braemar",57.006,-3.396,"2003-08-01"
15.7,5.1,2,24.8,116.3,"braemar",57.006,-3.396,"2003-09-01"
10.3,1.8,10,33.5,108,"braemar",57.006,-3.396,"2003-10-01"
8.9,2.2,7,85.2,43.5,"braemar",57.006,-3.396,"2003-11-01"
6.1,-1.6,19,107.4,22.8,"braemar",57.006,-3.396,"2003-12-01"
5,-0.5,18,91.6,21.8,"braemar",57.006,-3.396,"2004-01-01"
5.6,-1.9,21,49.3,74.6,"braemar",57.006,-3.396,"2004-02-01"
7.7,-0.1,10,56.3,107.8,"braemar",57.006,-3.396,"2004-03-01"
10.6,2.9,4,91.5,90.6,"braemar",57.006,-3.396,"2004-04-01"
14.9,4.4,4,69.8,193.6,"braemar",57.006,-3.396,"2004-05-01"
15.9,8.1,0,54.4,120.1,"braemar",57.006,-3.396,"2004-06-01"
16.4,8,0,44.6,111.6,"braemar",57.006,-3.396,"2004-07-01"
18.4,10.1,1,177.2,147.6,"braemar",57.006,-3.396,"2004-08-01"
15.2,7.1,3,46.8,117.6,"braemar",57.006,-3.396,"2004-09-01"
9.7,4.1,4,158.5,36.9,"braemar",57.006,-3.396,"2004-10-01"
8.5,2,6,35.4,45.3,"braemar",57.006,-3.396,"2004-11-01"
7.3,-0.2,15,62.4,28.2,"braemar",57.006,-3.396,"2004-12-01"
6.8,0.2,12,127.4,21.1,"braemar",57.006,-3.396,"2005-01-01"
4.5,-0.1,15,67.1,46.5,"braemar",57.006,-3.396,"2005-02-01"
7.8,1.1,14,69.6,75.6,"braemar",57.006,-3.396,"2005-03-01"
10.1,1.5,11,72.5,147.6,"braemar",57.006,-3.396,"2005-04-01"
NA,NA,NA,NA,NA,"braemar",57.006,-3.396,"2005-05-01"
NA,NA,NA,NA,NA,"braemar",57.006,-3.396,"2005-06-01"
NA,NA,NA,NA,NA,"braemar",57.006,-3.396,"2005-07-01"
17.6,8.4,0,58,NA,"braemar",57.006,-3.396,"2005-08-01"
15.9,7.6,1,37.6,NA,"braemar",57.006,-3.396,"2005-09-01"
12.1,5.8,2,135,NA,"braemar",57.006,-3.396,"2005-10-01"
7.1,-0.6,15,153.6,NA,"braemar",57.006,-3.396,"2005-11-01"
5.7,-0.3,14,42.8,NA,"braemar",57.006,-3.396,"2005-12-01"
4.5,-1.4,17,84,NA,"braemar",57.006,-3.396,"2006-01-01"
5,-1.6,14,62.5,NA,"braemar",57.006,-3.396,"2006-02-01"
4.1,-1.8,20,94.2,NA,"braemar",57.006,-3.396,"2006-03-01"
9.3,0.1,16,17,NA,"braemar",57.006,-3.396,"2006-04-01"
13,3.1,5,65.4,NA,"braemar",57.006,-3.396,"2006-05-01"
17.8,8,0,39,NA,"braemar",57.006,-3.396,"2006-06-01"
22,9.4,0,16,NA,"braemar",57.006,-3.396,"2006-07-01"
17.7,8,0,65.8,NA,"braemar",57.006,-3.396,"2006-08-01"
17.3,7.7,1,95,NA,"braemar",57.006,-3.396,"2006-09-01"
12.7,5.2,1,124.4,NA,"braemar",57.006,-3.396,"2006-10-01"
8.2,2.6,5,111.2,NA,"braemar",57.006,-3.396,"2006-11-01"
6.1,-0.3,12,128.8,NA,"braemar",57.006,-3.396,"2006-12-01"
6.7,1.2,11,100.4,NA,"braemar",57.006,-3.396,"2007-01-01"
6.1,0.1,14,81.8,NA,"braemar",57.006,-3.396,"2007-02-01"
8.4,0.1,17,70.8,NA,"braemar",57.006,-3.396,"2007-03-01"
14.3,3.3,5,19.4,NA,"braemar",57.006,-3.396,"2007-04-01"
12.8,3.7,6,80.4,NA,"braemar",57.006,-3.396,"2007-05-01"
15.8,7.2,1,102.8,NA,"braemar",57.006,-3.396,"2007-06-01"
16.4,8.7,0,129.4,NA,"braemar",57.006,-3.396,"2007-07-01"
16.5,7.9,0,80.8,NA,"braemar",57.006,-3.396,"2007-08-01"
14.1,5.9,2,44.6,NA,"braemar",57.006,-3.396,"2007-09-01"
12.9,4.1,8,31.6,NA,"braemar",57.006,-3.396,"2007-10-01"
8,1.9,12,118,NA,"braemar",57.006,-3.396,"2007-11-01"
5.2,-2.4,19,67.6,NA,"braemar",57.006,-3.396,"2007-12-01"
5.2,-1.1,17,183.6,NA,"braemar",57.006,-3.396,"2008-01-01"
7.9,-1.3,15,82.4,NA,"braemar",57.006,-3.396,"2008-02-01"
5.7,-1,16,94.6,NA,"braemar",57.006,-3.396,"2008-03-01"
8.2,0.1,15,64.4,NA,"braemar",57.006,-3.396,"2008-04-01"
15,4,5,21.8,NA,"braemar",57.006,-3.396,"2008-05-01"
15.4,6,2,52.6,NA,"braemar",57.006,-3.396,"2008-06-01"
18.4,9.8,0,71.8,NA,"braemar",57.006,-3.396,"2008-07-01"
16.5,9.5,0,73,NA,"braemar",57.006,-3.396,"2008-08-01"
14.4,6.8,2,59,NA,"braemar",57.006,-3.396,"2008-09-01"
9.9,2.6,6,104.2,NA,"braemar",57.006,-3.396,"2008-10-01"
6.8,0,13,69.8,NA,"braemar",57.006,-3.396,"2008-11-01"
4.4,-2.5,21,65.4,NA,"braemar",57.006,-3.396,"2008-12-01"
4.3,-2.3,20,88.2,NA,"braemar",57.006,-3.396,"2009-01-01"
5.2,-1.7,16,39.4,NA,"braemar",57.006,-3.396,"2009-02-01"
8.3,0.2,14,85.8,NA,"braemar",57.006,-3.396,"2009-03-01"
11.9,1.9,10,38.8,NA,"braemar",57.006,-3.396,"2009-04-01"
13.6,3.1,5,71.8,NA,"braemar",57.006,-3.396,"2009-05-01"
16.6,6.4,2,80.4,NA,"braemar",57.006,-3.396,"2009-06-01"
17.8,8.2,0,88.4,NA,"braemar",57.006,-3.396,"2009-07-01"
17.2,9.1,0,82.2,NA,"braemar",57.006,-3.396,"2009-08-01"
16,7.5,0,43.2,NA,"braemar",57.006,-3.396,"2009-09-01"
11.8,4.8,4,110.6,NA,"braemar",57.006,-3.396,"2009-10-01"
7.4,0.7,9,169.8,NA,"braemar",57.006,-3.396,"2009-11-01"
2.7,-6.5,25,30,NA,"braemar",57.006,-3.396,"2009-12-01"
2.1,-5.2,22,60.2,NA,"braemar",57.006,-3.396,"2010-01-01"
2.3,-5.8,24,15.6,NA,"braemar",57.006,-3.396,"2010-02-01"
6.5,-2.7,20,38.2,NA,"braemar",57.006,-3.396,"2010-03-01"
10.9,1.2,12,50.8,NA,"braemar",57.006,-3.396,"2010-04-01"
12.7,1.9,12,26.6,NA,"braemar",57.006,-3.396,"2010-05-01"
17.3,7,0,43.4,NA,"braemar",57.006,-3.396,"2010-06-01"
17,8.9,0,93,NA,"braemar",57.006,-3.396,"2010-07-01"
16.6,7.3,1,81,NA,"braemar",57.006,-3.396,"2010-08-01"
14.2,6.3,2,118.6,NA,"braemar",57.006,-3.396,"2010-09-01"
10.7,3.6,4,86.2,NA,"braemar",57.006,-3.396,"2010-10-01"
4.2,-1.8,18,172,NA,"braemar",57.006,-3.396,"2010-11-01"
0.8,-8.1,27,38.4,NA,"braemar",57.006,-3.396,"2010-12-01"
4.2,-2.3,20,55.8,NA,"braemar",57.006,-3.396,"2011-01-01"
5.5,-0.6,17,96.6,NA,"braemar",57.006,-3.396,"2011-02-01"
7.4,-0.4,18,70.2,NA,"braemar",57.006,-3.396,"2011-03-01"
14.7,3.1,8,20.6,NA,"braemar",57.006,-3.396,"2011-04-01"
12.9,3.9,6,128.6,NA,"braemar",57.006,-3.396,"2011-05-01"
15,5.4,1,74.8,NA,"braemar",57.006,-3.396,"2011-06-01"
16.9,7.2,0,116.8,NA,"braemar",57.006,-3.396,"2011-07-01"
15.3,7.4,0,137.6,NA,"braemar",57.006,-3.396,"2011-08-01"
15.2,7.9,0,85.6,NA,"braemar",57.006,-3.396,"2011-09-01"
11.8,6.1,0,83,NA,"braemar",57.006,-3.396,"2011-10-01"
10.6,3.1,6,94,NA,"braemar",57.006,-3.396,"2011-11-01"
5.1,-1.5,20,109.8,NA,"braemar",57.006,-3.396,"2011-12-01"
4.9,-0.7,16,90.8,NA,"braemar",57.006,-3.396,"2012-01-01"
7.1,0.2,13,20,NA,"braemar",57.006,-3.396,"2012-02-01"
12.2,1.1,12,14.8,NA,"braemar",57.006,-3.396,"2012-03-01"
7.4,-0.1,14,136.2,NA,"braemar",57.006,-3.396,"2012-04-01"
13.5,2.6,7,44.4,NA,"braemar",57.006,-3.396,"2012-05-01"
13.5,5.9,2,77.8,NA,"braemar",57.006,-3.396,"2012-06-01"
16,8.2,0,78.4,NA,"braemar",57.006,-3.396,"2012-07-01"
17.6,8.6,1,66.1,NA,"braemar",57.006,-3.396,"2012-08-01"
13.8,6.1,1,40.8,NA,"braemar",57.006,-3.396,"2012-09-01"
9.1,0.8,12,79,NA,"braemar",57.006,-3.396,"2012-10-01"
7.1,-0.1,14,48,NA,"braemar",57.006,-3.396,"2012-11-01"
4,-2.1,16,115.8,NA,"braemar",57.006,-3.396,"2012-12-01"
3.9,-1.5,19,81.2,NA,"braemar",57.006,-3.396,"2013-01-01"
4.7,-2.5,24,43,NA,"braemar",57.006,-3.396,"2013-02-01"
2.7,-4.1,25,53,NA,"braemar",57.006,-3.396,"2013-03-01"
7.9,0.1,14,64,NA,"braemar",57.006,-3.396,"2013-04-01"
12.9,3.9,5,93.6,NA,"braemar",57.006,-3.396,"2013-05-01"
16.4,6.4,0,25.2,NA,"braemar",57.006,-3.396,"2013-06-01"
21.9,9.6,0,78,NA,"braemar",57.006,-3.396,"2013-07-01"
18,9.1,0,23.8,NA,"braemar",57.006,-3.396,"2013-08-01"
15.2,6.3,1,25,NA,"braemar",57.006,-3.396,"2013-09-01"
11.6,5.6,3,93.8,NA,"braemar",57.006,-3.396,"2013-10-01"
6.6,-1,18,85.8,NA,"braemar",57.006,-3.396,"2013-11-01"
6.8,1.5,12,188.4,NA,"braemar",57.006,-3.396,"2013-12-01"
4.7,0.3,11,189,NA,"braemar",57.006,-3.396,"2014-01-01"
5.3,0.6,9,137,NA,"braemar",57.006,-3.396,"2014-02-01"
8.2,1.4,10,53.2,NA,"braemar",57.006,-3.396,"2014-03-01"
11.4,2.6,9,45.8,NA,"braemar",57.006,-3.396,"2014-04-01"
14,4.7,6,58,NA,"braemar",57.006,-3.396,"2014-05-01"
17.1,8.7,0,62.8,NA,"braemar",57.006,-3.396,"2014-06-01"
20.1,8.3,0,83.6,NA,"braemar",57.006,-3.396,"2014-07-01"
15.5,7.1,1,180.6,NA,"braemar",57.006,-3.396,"2014-08-01"
16.5,8,0,18.8,NA,"braemar",57.006,-3.396,"2014-09-01"
12,4.8,3,174.8,NA,"braemar",57.006,-3.396,"2014-10-01"
8.2,2.2,11,147.2,NA,"braemar",57.006,-3.396,"2014-11-01"
4.9,-1.7,21,99.4,NA,"braemar",57.006,-3.396,"2014-12-01"
4,-1.4,17,115.6,NA,"braemar",57.006,-3.396,"2015-01-01"
5.1,-1.4,18,45.8,NA,"braemar",57.006,-3.396,"2015-02-01"
7.6,0.1,13,68.4,NA,"braemar",57.006,-3.396,"2015-03-01"
11.4,0.5,14,46.4,NA,"braemar",57.006,-3.396,"2015-04-01"
11.2,3.1,5,65.2,NA,"braemar",57.006,-3.396,"2015-05-01"
15.3,6,2,42.4,NA,"braemar",57.006,-3.396,"2015-06-01"
15.9,8.2,0,105.4,NA,"braemar",57.006,-3.396,"2015-07-01"
16.8,8.4,0,86,NA,"braemar",57.006,-3.396,"2015-08-01"
15.2,5.6,1,32,NA,"braemar",57.006,-3.396,"2015-09-01"
12.6,2.3,8,53.4,NA,"braemar",57.006,-3.396,"2015-10-01"
8.3,1.5,10,99.2,NA,"braemar",57.006,-3.396,"2015-11-01"
7.6,1,11,316.8,NA,"braemar",57.006,-3.396,"2015-12-01"
4.5,-0.7,19,238.8,NA,"braemar",57.006,-3.396,"2016-01-01"
4.4,-2.8,19,63.2,NA,"braemar",57.006,-3.396,"2016-02-01"
8.5,-0.7,17,56,NA,"braemar",57.006,-3.396,"2016-03-01"
8,0.3,13,58.8,NA,"braemar",57.006,-3.396,"2016-04-01"
14.7,3.7,2,32.2,NA,"braemar",57.006,-3.396,"2016-05-01"
16.6,7.4,0,110.1,NA,"braemar",57.006,-3.396,"2016-06-01"
17.3,9,0,67.2,NA,"braemar",57.006,-3.396,"2016-07-01"
17.7,8.2,0,50.6,NA,"braemar",57.006,-3.396,"2016-08-01"
16.6,8.7,0,70.6,NA,"braemar",57.006,-3.396,"2016-09-01"
11.4,2.4,9,60,NA,"braemar",57.006,-3.396,"2016-10-01"
5.6,-2.5,18,75.2,NA,"braemar",57.006,-3.396,"2016-11-01"
8.2,1.5,11,74,NA,"braemar",57.006,-3.396,"2016-12-01"
6.1,-1.4,20,51.8,NA,"braemar",57.006,-3.396,"2017-01-01"
6.1,-0.1,16,74.6,NA,"braemar",57.006,-3.396,"2017-02-01"
9.1,-0.2,17,55.4,NA,"braemar",57.006,-3.396,"2017-03-01"
10.2,1.9,8,31.5,NA,"braemar",57.006,-3.396,"2017-04-01"
16,3.4,11,36.8,NA,"braemar",57.006,-3.396,"2017-05-01"
15.7,8.2,1,68,NA,"braemar",57.006,-3.396,"2017-06-01"
17,8.3,0,47.2,NA,"braemar",57.006,-3.396,"2017-07-01"
16.9,8.1,0,52.2,NA,"braemar",57.006,-3.396,"2017-08-01"
14.1,6.8,2,89.2,NA,"braemar",57.006,-3.396,"2017-09-01"
12.8,5.8,3,59.6,NA,"braemar",57.006,-3.396,"2017-10-01"
6,0,10,72,NA,"braemar",57.006,-3.396,"2017-11-01"
5.2,-1.6,20,34,NA,"braemar",57.006,-3.396,"2017-12-01"
3.9,-1.8,19,64,NA,"braemar",57.006,-3.396,"2018-01-01"
3.3,-2.5,24,43,NA,"braemar",57.006,-3.396,"2018-02-01"
4,-2.2,24,75.4,NA,"braemar",57.006,-3.396,"2018-03-01"
10,1.4,14,46,NA,"braemar",57.006,-3.396,"2018-04-01"
16.9,4,5,34.4,NA,"braemar",57.006,-3.396,"2018-05-01"
19.6,7.8,0,49.4,NA,"braemar",57.006,-3.396,"2018-06-01"
20.9,9.8,0,63.8,NA,"braemar",57.006,-3.396,"2018-07-01"
17,7.9,1,56.4,NA,"braemar",57.006,-3.396,"2018-08-01"
14,6,3,83.2,NA,"braemar",57.006,-3.396,"2018-09-01"
11.4,3,10,84,NA,"braemar",57.006,-3.396,"2018-10-01"
8.2,1.2,9,166.6,NA,"braemar",57.006,-3.396,"2018-11-01"
6.2,-0.3,13,64.2,NA,"braemar",57.006,-3.396,"2018-12-01"
4.4,-3.6,22,50,NA,"braemar",57.006,-3.396,"2019-01-01"
8.6,-0.4,14,46.8,NA,"braemar",57.006,-3.396,"2019-02-01"
7.6,1.5,9,118.6,NA,"braemar",57.006,-3.396,"2019-03-01"
11.4,1,9,53.8,NA,"braemar",57.006,-3.396,"2019-04-01"
12.5,2.8,5,121.4,NA,"braemar",57.006,-3.396,"2019-05-01"
15.4,6.2,0,74.4,NA,"braemar",57.006,-3.396,"2019-06-01"
19.6,10.6,0,70,NA,"braemar",57.006,-3.396,"2019-07-01"
17.8,9.1,0,100.2,NA,"braemar",57.006,-3.396,"2019-08-01"
15.3,6.2,2,54.2,NA,"braemar",57.006,-3.396,"2019-09-01"
9.8,2,12,64.2,NA,"braemar",57.006,-3.396,"2019-10-01"
5.3,-0.8,15,122.4,NA,"braemar",57.006,-3.396,"2019-11-01"
6.3,0.4,13,93.4,NA,"braemar",57.006,-3.396,"2019-12-01"
7.1,1.3,9,74.8,NA,"braemar",57.006,-3.396,"2020-01-01"
4.9,-1.7,18,164.2,NA,"braemar",57.006,-3.396,"2020-02-01"
7,0,13,28,NA,"braemar",57.006,-3.396,"2020-03-01"
12.2,-0.4,16,19.4,NA,"braemar",57.006,-3.396,"2020-04-01"
14.9,3.7,7,42.6,NA,"braemar",57.006,-3.396,"2020-05-01"
16.9,7.9,1,81.6,NA,"braemar",57.006,-3.396,"2020-06-01"
16.7,7.6,0,104,NA,"braemar",57.006,-3.396,"2020-07-01"
17.8,9.1,0,83,NA,"braemar",57.006,-3.396,"2020-08-01"
15.4,5.5,3,44,NA,"braemar",57.006,-3.396,"2020-09-01"
10.5,4.2,2,158,NA,"braemar",57.006,-3.396,"2020-10-01"
9.4,2.2,9,62.8,NA,"braemar",57.006,-3.396,"2020-11-01"
8,1.6,7,70.2,59,"leuchars",56.377,-2.861,"1957-01-01"
6.9,0.1,15,85.7,92,"leuchars",56.377,-2.861,"1957-02-01"
10.4,4.6,0,38.5,78.2,"leuchars",56.377,-2.861,"1957-03-01"
11.9,4.5,1,11.6,164.3,"leuchars",56.377,-2.861,"1957-04-01"
13.2,5.6,0,32.1,200.7,"leuchars",56.377,-2.861,"1957-05-01"
17.7,9.1,0,18.5,246.9,"leuchars",56.377,-2.861,"1957-06-01"
18,11.8,0,126.2,119.8,"leuchars",56.377,-2.861,"1957-07-01"
17.5,11,0,78.1,129.3,"leuchars",56.377,-2.861,"1957-08-01"
