"max_temp","min_temp","air_frost_days","rain_mm","sun","station","lat","long","month_year"
5.9,0.9,NA,48.3,NA,"wick",58.454,-3.088,"1914-01-01"
7.7,2.3,NA,66,NA,"wick",58.454,-3.088,"1914-02-01"
6.4,1.1,NA,76.7,NA,"wick",58.454,-3.088,"1914-03-01"
10.8,4.4,NA,27.9,NA,"wick",58.454,-3.088,"1914-04-01"
10.7,4.4,NA,61,NA,"wick",58.454,-3.088,"1914-05-01"
13.5,7.6,NA,21.1,NA,"wick",58.454,-3.088,"1914-06-01"
14.4,10.2,NA,91.9,NA,"wick",58.454,-3.088,"1914-07-01"
15.2,10.2,NA,40.6,NA,"wick",58.454,-3.088,"1914-08-01"
13.4,7.9,NA,58.9,NA,"wick",58.454,-3.088,"1914-09-01"
11.8,6.1,NA,48.8,NA,"wick",58.454,-3.088,"1914-10-01"
8.8,3,NA,105.2,NA,"wick",58.454,-3.088,"1914-11-01"
5.7,0.5,NA,84.1,NA,"wick",58.454,-3.088,"1914-12-01"
5.6,1.3,NA,58.4,NA,"wick",58.454,-3.088,"1915-01-01"
5.5,0.9,NA,63.5,NA,"wick",58.454,-3.088,"1915-02-01"
6.7,1,NA,50.8,NA,"wick",58.454,-3.088,"1915-03-01"
8.7,2.4,NA,58.4,NA,"wick",58.454,-3.088,"1915-04-01"
9.4,3.6,NA,12.7,NA,"wick",58.454,-3.088,"1915-05-01"
12.6,6.8,NA,22.9,NA,"wick",58.454,-3.088,"1915-06-01"
14.3,8.9,NA,63.5,NA,"wick",58.454,-3.088,"1915-07-01"
14.6,10.3,NA,22.9,NA,"wick",58.454,-3.088,"1915-08-01"
13.2,8.7,NA,86.4,NA,"wick",58.454,-3.088,"1915-09-01"
10.9,5.2,NA,27.9,NA,"wick",58.454,-3.088,"1915-10-01"
6.3,1.2,NA,96.5,NA,"wick",58.454,-3.088,"1915-11-01"
5.4,0.2,NA,111.8,NA,"wick",58.454,-3.088,"1915-12-01"
7.7,2.8,NA,76.2,NA,"wick",58.454,-3.088,"1916-01-01"
5.3,1,NA,33,NA,"wick",58.454,-3.088,"1916-02-01"
4.7,0.6,NA,53.3,NA,"wick",58.454,-3.088,"1916-03-01"
8.7,3,NA,43.2,NA,"wick",58.454,-3.088,"1916-04-01"
9.7,5.1,NA,78.7,NA,"wick",58.454,-3.088,"1916-05-01"
11,7.3,NA,86.4,NA,"wick",58.454,-3.088,"1916-06-01"
13.8,9.6,NA,33,NA,"wick",58.454,-3.088,"1916-07-01"
13.5,8.8,NA,30.5,NA,"wick",58.454,-3.088,"1916-08-01"
13.4,8.1,NA,33,NA,"wick",58.454,-3.088,"1916-09-01"
11.1,5.4,NA,94,NA,"wick",58.454,-3.088,"1916-10-01"
9,4.3,NA,66,NA,"wick",58.454,-3.088,"1916-11-01"
6.3,1,NA,86.4,NA,"wick",58.454,-3.088,"1916-12-01"
4.6,0.8,NA,94,NA,"wick",58.454,-3.088,"1917-01-01"
5.3,0.4,NA,17.8,NA,"wick",58.454,-3.088,"1917-02-01"
5.4,0.2,NA,53.3,NA,"wick",58.454,-3.088,"1917-03-01"
6.8,0,NA,58.4,NA,"wick",58.454,-3.088,"1917-04-01"
10.1,4.7,NA,20.3,NA,"wick",58.454,-3.088,"1917-05-01"
13.4,7.5,NA,78.7,NA,"wick",58.454,-3.088,"1917-06-01"
14.4,9.5,NA,35.6,NA,"wick",58.454,-3.088,"1917-07-01"
14.9,10.7,NA,63.5,NA,"wick",58.454,-3.088,"1917-08-01"
14.3,8.3,NA,81.3,NA,"wick",58.454,-3.088,"1917-09-01"
9.2,3.1,NA,127,NA,"wick",58.454,-3.088,"1917-10-01"
9,3.6,NA,124.5,NA,"wick",58.454,-3.088,"1917-11-01"
5.5,1.1,NA,40.6,NA,"wick",58.454,-3.088,"1917-12-01"
4.3,-1.8,NA,48.3,NA,"wick",58.454,-3.088,"1918-01-01"
7.2,2.8,NA,58.4,NA,"wick",58.454,-3.088,"1918-02-01"
7.3,1.8,NA,35.6,NA,"wick",58.454,-3.088,"1918-03-01"
7.4,2.4,NA,30.5,NA,"wick",58.454,-3.088,"1918-04-01"
11.7,6.9,NA,35.6,NA,"wick",58.454,-3.088,"1918-05-01"
13,6.2,NA,40.6,NA,"wick",58.454,-3.088,"1918-06-01"
13.6,9.7,NA,139.7,NA,"wick",58.454,-3.088,"1918-07-01"
15,10.3,NA,127,NA,"wick",58.454,-3.088,"1918-08-01"
11.5,5.3,NA,101.6,NA,"wick",58.454,-3.088,"1918-09-01"
10.8,5.6,NA,48.3,NA,"wick",58.454,-3.088,"1918-10-01"
8.5,3.1,NA,53.3,NA,"wick",58.454,-3.088,"1918-11-01"
6.9,2.7,NA,96.5,NA,"wick",58.454,-3.088,"1918-12-01"
5.8,2.4,NA,81.3,NA,"wick",58.454,-3.088,"1919-01-01"
4.3,-1.1,NA,38.1,NA,"wick",58.454,-3.088,"1919-02-01"
4.9,-0.4,NA,86.4,NA,"wick",58.454,-3.088,"1919-03-01"
9.2,2.7,NA,50.8,NA,"wick",58.454,-3.088,"1919-04-01"
10.8,6.3,NA,15.2,NA,"wick",58.454,-3.088,"1919-05-01"
13.5,7.7,NA,73.7,NA,"wick",58.454,-3.088,"1919-06-01"
13.7,8.3,NA,20.3,NA,"wick",58.454,-3.088,"1919-07-01"
14.7,8.8,NA,86.4,NA,"wick",58.454,-3.088,"1919-08-01"
13.3,6.7,NA,96.5,NA,"wick",58.454,-3.088,"1919-09-01"
10.2,4.7,NA,71.1,NA,"wick",58.454,-3.088,"1919-10-01"
5.7,0.2,NA,124.5,NA,"wick",58.454,-3.088,"1919-11-01"
5.7,0.5,NA,124.5,NA,"wick",58.454,-3.088,"1919-12-01"
5.8,0.2,NA,83.8,NA,"wick",58.454,-3.088,"1920-01-01"
7.4,1.7,NA,60.2,NA,"wick",58.454,-3.088,"1920-02-01"
7.7,1.9,NA,80.5,NA,"wick",58.454,-3.088,"1920-03-01"
7.8,2.9,NA,50.8,NA,"wick",58.454,-3.088,"1920-04-01"
10.9,5.1,NA,72.6,NA,"wick",58.454,-3.088,"1920-05-01"
12.6,7.9,NA,19.8,NA,"wick",58.454,-3.088,"1920-06-01"
14.8,8.6,NA,48,NA,"wick",58.454,-3.088,"1920-07-01"
14,8.4,NA,24.1,NA,"wick",58.454,-3.088,"1920-08-01"
13.3,7.1,NA,62,NA,"wick",58.454,-3.088,"1920-09-01"
11.8,8.6,NA,15.7,NA,"wick",58.454,-3.088,"1920-10-01"
9.9,5,NA,84.6,NA,"wick",58.454,-3.088,"1920-11-01"
7,2.3,NA,60.7,NA,"wick",58.454,-3.088,"1920-12-01"
7.2,1.7,NA,71.6,NA,"wick",58.454,-3.088,"1921-01-01"
7.9,3.1,NA,28.7,NA,"wick",58.454,-3.088,"1921-02-01"
7.9,1.6,NA,40.9,NA,"wick",58.454,-3.088,"1921-03-01"
9.6,3.7,NA,25.9,NA,"wick",58.454,-3.088,"1921-04-01"
11.9,5.1,NA,43.2,NA,"wick",58.454,-3.088,"1921-05-01"
13.2,7.3,NA,28.4,NA,"wick",58.454,-3.088,"1921-06-01"
14.9,9.3,NA,61.5,NA,"wick",58.454,-3.088,"1921-07-01"
14.1,8.6,NA,47.2,NA,"wick",58.454,-3.088,"1921-08-01"
13.7,8.5,NA,80.8,NA,"wick",58.454,-3.088,"1921-09-01"
12.2,7.4,NA,58.7,NA,"wick",58.454,-3.088,"1921-10-01"
7.1,3.4,NA,49.5,NA,"wick",58.454,-3.088,"1921-11-01"
7.2,3.3,NA,105.2,NA,"wick",58.454,-3.088,"1921-12-01"
4.9,1.9,NA,83.1,NA,"wick",58.454,-3.088,"1922-01-01"
5.8,1.7,NA,45.7,NA,"wick",58.454,-3.088,"1922-02-01"
6.7,1.9,NA,42.7,NA,"wick",58.454,-3.088,"1922-03-01"
6.9,1.4,NA,86.6,NA,"wick",58.454,-3.088,"1922-04-01"
11.8,5.2,NA,46.5,NA,"wick",58.454,-3.088,"1922-05-01"
12.5,6.9,NA,46,NA,"wick",58.454,-3.088,"1922-06-01"
13.3,7.8,NA,80.3,NA,"wick",58.454,-3.088,"1922-07-01"
13.6,8.3,NA,52.1,NA,"wick",58.454,-3.088,"1922-08-01"
12.6,7.2,NA,71.4,NA,"wick",58.454,-3.088,"1922-09-01"
10.2,5.9,NA,39.1,NA,"wick",58.454,-3.088,"1922-10-01"
8.1,3.8,NA,67.8,NA,"wick",58.454,-3.088,"1922-11-01"
7.1,3.6,NA,60.5,NA,"wick",58.454,-3.088,"1922-12-01"
7.1,3.1,NA,100.8,NA,"wick",58.454,-3.088,"1923-01-01"
5.7,NA,NA,62,NA,"wick",58.454,-3.088,"1923-02-01"
6.9,3.9,NA,18.3,NA,"wick",58.454,-3.088,"1923-03-01"
7,3.8,NA,69.6,NA,"wick",58.454,-3.088,"1923-04-01"
9.3,3.9,NA,93.2,NA,"wick",58.454,-3.088,"1923-05-01"
12.2,7,NA,57.4,NA,"wick",58.454,-3.088,"1923-06-01"
15.2,10.1,NA,69.9,NA,"wick",58.454,-3.088,"1923-07-01"
14.3,9.3,NA,91.4,NA,"wick",58.454,-3.088,"1923-08-01"
12.8,7.3,NA,84.8,NA,"wick",58.454,-3.088,"1923-09-01"
10.2,5.4,NA,112.3,NA,"wick",58.454,-3.088,"1923-10-01"
5.9,2,NA,111,NA,"wick",58.454,-3.088,"1923-11-01"
5.4,1.9,NA,110.5,NA,"wick",58.454,-3.088,"1923-12-01"
6.1,3.4,NA,49.5,NA,"wick",58.454,-3.088,"1924-01-01"
5.7,2.7,NA,57.2,NA,"wick",58.454,-3.088,"1924-02-01"
4.9,0.9,NA,39.9,NA,"wick",58.454,-3.088,"1924-03-01"
8.2,2.6,NA,26.2,NA,"wick",58.454,-3.088,"1924-04-01"
9.4,5.1,NA,58.4,NA,"wick",58.454,-3.088,"1924-05-01"
12.1,7.4,NA,36.6,NA,"wick",58.454,-3.088,"1924-06-01"
14.8,9.6,NA,97.8,NA,"wick",58.454,-3.088,"1924-07-01"
14.8,10.3,NA,58.4,NA,"wick",58.454,-3.088,"1924-08-01"
13.2,8.1,NA,103.1,NA,"wick",58.454,-3.088,"1924-09-01"
11.1,6.9,NA,59.7,NA,"wick",58.454,-3.088,"1924-10-01"
9.2,6.2,NA,37.8,NA,"wick",58.454,-3.088,"1924-11-01"
8.2,5.1,NA,37.6,NA,"wick",58.454,-3.088,"1924-12-01"
6.6,3.7,NA,39.6,NA,"wick",58.454,-3.088,"1925-01-01"
5.7,1.7,NA,77.2,NA,"wick",58.454,-3.088,"1925-02-01"
6.7,1.7,NA,58.7,NA,"wick",58.454,-3.088,"1925-03-01"
8.2,3.1,NA,41.9,NA,"wick",58.454,-3.088,"1925-04-01"
10.4,6.5,NA,53.6,NA,"wick",58.454,-3.088,"1925-05-01"
13.7,8.3,NA,34.5,NA,"wick",58.454,-3.088,"1925-06-01"
15.4,10.8,NA,77.5,NA,"wick",58.454,-3.088,"1925-07-01"
14.1,9.5,NA,47,NA,"wick",58.454,-3.088,"1925-08-01"
11.5,7.4,NA,47,NA,"wick",58.454,-3.088,"1925-09-01"
10.4,6.7,NA,73.9,NA,"wick",58.454,-3.088,"1925-10-01"
6.7,2.5,NA,47.5,NA,"wick",58.454,-3.088,"1925-11-01"
4.1,0.2,NA,65.8,NA,"wick",58.454,-3.088,"1925-12-01"
6.3,3.6,NA,56.4,NA,"wick",58.454,-3.088,"1926-01-01"
6.7,3.3,NA,53.3,NA,"wick",58.454,-3.088,"1926-02-01"
7.6,3.1,NA,70.6,NA,"wick",58.454,-3.088,"1926-03-01"
9.2,5,NA,68.8,NA,"wick",58.454,-3.088,"1926-04-01"
9.8,5,NA,48,NA,"wick",58.454,-3.088,"1926-05-01"
11.9,8.2,NA,39.1,NA,"wick",58.454,-3.088,"1926-06-01"
14.9,10.1,NA,39.6,NA,"wick",58.454,-3.088,"1926-07-01"
15.1,10.3,NA,51.3,NA,"wick",58.454,-3.088,"1926-08-01"
13.4,8.4,NA,76.2,NA,"wick",58.454,-3.088,"1926-09-01"
8.7,3.6,NA,158.5,NA,"wick",58.454,-3.088,"1926-10-01"
7.9,3.7,NA,62.2,NA,"wick",58.454,-3.088,"1926-11-01"
6.7,2.8,NA,89.7,NA,"wick",58.454,-3.088,"1926-12-01"
6.2,1.9,NA,62.5,NA,"wick",58.454,-3.088,"1927-01-01"
6.8,2.9,NA,50.3,NA,"wick",58.454,-3.088,"1927-02-01"
8.2,3.9,NA,40.9,NA,"wick",58.454,-3.088,"1927-03-01"
8,2.1,NA,106.9,NA,"wick",58.454,-3.088,"1927-04-01"
8.9,4.3,NA,52.6,NA,"wick",58.454,-3.088,"1927-05-01"
11.3,6.1,NA,73.4,NA,"wick",58.454,-3.088,"1927-06-01"
14.4,10.1,NA,32.5,NA,"wick",58.454,-3.088,"1927-07-01"
14.6,10.3,NA,50.8,NA,"wick",58.454,-3.088,"1927-08-01"
12.1,7.6,NA,83.3,NA,"wick",58.454,-3.088,"1927-09-01"
10.7,5.8,NA,101.6,NA,"wick",58.454,-3.088,"1927-10-01"
7.6,3.8,NA,92.2,NA,"wick",58.454,-3.088,"1927-11-01"
5.3,2.1,NA,22.4,NA,"wick",58.454,-3.088,"1927-12-01"
5.7,2,NA,119.4,NA,"wick",58.454,-3.088,"1928-01-01"
6.6,2.2,NA,42.9,NA,"wick",58.454,-3.088,"1928-02-01"
6.2,3.4,NA,42.9,NA,"wick",58.454,-3.088,"1928-03-01"
8.1,4.2,NA,40.6,NA,"wick",58.454,-3.088,"1928-04-01"
9.4,6,NA,36.6,NA,"wick",58.454,-3.088,"1928-05-01"
11.2,6.3,NA,81,NA,"wick",58.454,-3.088,"1928-06-01"
13.8,9.4,NA,55.1,NA,"wick",58.454,-3.088,"1928-07-01"
13.1,9.6,NA,53.1,NA,"wick",58.454,-3.088,"1928-08-01"
12.8,7.9,NA,60.7,NA,"wick",58.454,-3.088,"1928-09-01"
11.1,6.6,NA,64.5,NA,"wick",58.454,-3.088,"1928-10-01"
8.6,4.5,NA,116.3,NA,"wick",58.454,-3.088,"1928-11-01"
6.2,3.3,NA,88.1,NA,"wick",58.454,-3.088,"1928-12-01"
4.8,0.9,NA,32.5,NA,"wick",58.454,-3.088,"1929-01-01"
4.3,1.4,NA,35.6,NA,"wick",58.454,-3.088,"1929-02-01"
9.1,3.5,NA,22.4,NA,"wick",58.454,-3.088,"1929-03-01"
6.6,1.9,NA,42.9,NA,"wick",58.454,-3.088,"1929-04-01"
10.9,5.8,NA,49.3,NA,"wick",58.454,-3.088,"1929-05-01"
12,7.4,NA,96.8,NA,"wick",58.454,-3.088,"1929-06-01"
14.4,9,NA,33.3,NA,"wick",58.454,-3.088,"1929-07-01"
14.3,9.4,NA,121.7,NA,"wick",58.454,-3.088,"1929-08-01"
14.4,9.2,NA,89.4,NA,"wick",58.454,-3.088,"1929-09-01"
10.2,5.3,NA,112,NA,"wick",58.454,-3.088,"1929-10-01"
7.9,4.3,NA,81.3,NA,"wick",58.454,-3.088,"1929-11-01"
6.5,3.8,NA,142.5,NA,"wick",58.454,-3.088,"1929-12-01"
5.9,2.6,NA,51.1,NA,"wick",58.454,-3.088,"1930-01-01"
5.3,1.1,NA,31,NA,"wick",58.454,-3.088,"1930-02-01"
5.4,0.7,NA,40.6,NA,"wick",58.454,-3.088,"1930-03-01"
8.2,4.4,NA,53.8,NA,"wick",58.454,-3.088,"1930-04-01"
9.8,5.6,NA,38.4,NA,"wick",58.454,-3.088,"1930-05-01"
14.1,8.5,NA,81,NA,"wick",58.454,-3.088,"1930-06-01"
14.4,9.9,NA,34.5,NA,"wick",58.454,-3.088,"1930-07-01"
14.9,10.7,NA,141.5,NA,"wick",58.454,-3.088,"1930-08-01"
13.5,9.8,NA,98.3,NA,"wick",58.454,-3.088,"1930-09-01"
10.4,7,NA,92.5,NA,"wick",58.454,-3.088,"1930-10-01"
6.9,2.8,NA,97.8,NA,"wick",58.454,-3.088,"1930-11-01"
7.2,3,3,51.8,NA,"wick",58.454,-3.088,"1930-12-01"
5.5,0.6,9,79.5,NA,"wick",58.454,-3.088,"1931-01-01"
5.2,0.2,9,73.8,NA,"wick",58.454,-3.088,"1931-02-01"
4.7,-0.5,14,29.7,NA,"wick",58.454,-3.088,"1931-03-01"
8.3,2.9,0,46.2,NA,"wick",58.454,-3.088,"1931-04-01"
10.6,6,0,124.6,NA,"wick",58.454,-3.088,"1931-05-01"
12,7.1,0,72.8,NA,"wick",58.454,-3.088,"1931-06-01"
14.2,10.1,0,74.5,NA,"wick",58.454,-3.088,"1931-07-01"
13.2,NA,0,27.1,NA,"wick",58.454,-3.088,"1931-08-01"
12.8,7.7,0,23.8,NA,"wick",58.454,-3.088,"1931-09-01"
10.9,4.8,3,74.4,NA,"wick",58.454,-3.088,"1931-10-01"
9.7,6.1,0,67,NA,"wick",58.454,-3.088,"1931-11-01"
8.2,3.1,3,71.1,NA,"wick",58.454,-3.088,"1931-12-01"
8.2,2.6,3,86.5,NA,"wick",58.454,-3.088,"1932-01-01"
7.6,3,5,13.8,NA,"wick",58.454,-3.088,"1932-02-01"
6.6,1.9,8,52,NA,"wick",58.454,-3.088,"1932-03-01"
7.6,1.6,3,75.4,NA,"wick",58.454,-3.088,"1932-04-01"
10.1,5.5,0,35.5,NA,"wick",58.454,-3.088,"1932-05-01"
12.6,7.8,0,16.6,NA,"wick",58.454,-3.088,"1932-06-01"
15.5,9.9,0,76.3,NA,"wick",58.454,-3.088,"1932-07-01"
15.6,10.4,0,69,NA,"wick",58.454,-3.088,"1932-08-01"
13.5,7.4,1,97.1,NA,"wick",58.454,-3.088,"1932-09-01"
9.8,4.6,3,125.3,NA,"wick",58.454,-3.088,"1932-10-01"
8.4,3,1,74.3,NA,"wick",58.454,-3.088,"1932-11-01"
7.7,2.9,5,51.1,NA,"wick",58.454,-3.088,"1932-12-01"
5.7,0.8,8,44.6,NA,"wick",58.454,-3.088,"1933-01-01"
5.3,0.5,10,86.8,NA,"wick",58.454,-3.088,"1933-02-01"
8.5,3.4,2,47.4,NA,"wick",58.454,-3.088,"1933-03-01"
9.2,3.9,1,34.4,NA,"wick",58.454,-3.088,"1933-04-01"
10.3,5.7,1,18.4,NA,"wick",58.454,-3.088,"1933-05-01"
14.8,8.7,0,37.2,NA,"wick",58.454,-3.088,"1933-06-01"
17.3,11.5,0,56.2,NA,"wick",58.454,-3.088,"1933-07-01"
17,10.7,0,65.4,NA,"wick",58.454,-3.088,"1933-08-01"
14.6,8.3,0,29.8,NA,"wick",58.454,-3.088,"1933-09-01"
11.4,5.9,0,98.8,NA,"wick",58.454,-3.088,"1933-10-01"
8.8,4.2,1,74.7,NA,"wick",58.454,-3.088,"1933-11-01"
7.3,2.9,3,27.8,NA,"wick",58.454,-3.088,"1933-12-01"
7.2,2.5,1,46.7,NA,"wick",58.454,-3.088,"1934-01-01"
NA,2.1,3,41.1,NA,"wick",58.454,-3.088,"1934-02-01"
7.1,0.8,8,53.3,NA,"wick",58.454,-3.088,"1934-03-01"
8,2.8,3,134.4,NA,"wick",58.454,-3.088,"1934-04-01"
11.9,4.6,1,44.6,NA,"wick",58.454,-3.088,"1934-05-01"
13.3,7.9,0,26.9,NA,"wick",58.454,-3.088,"1934-06-01"
16,10.5,0,58.4,NA,"wick",58.454,-3.088,"1934-07-01"
15.8,10.3,0,103.9,NA,"wick",58.454,-3.088,"1934-08-01"
14.8,8.9,0,58.5,NA,"wick",58.454,-3.088,"1934-09-01"
11.5,5,2,124.2,NA,"wick",58.454,-3.088,"1934-10-01"
8.6,2.6,6,51,NA,"wick",58.454,-3.088,"1934-11-01"
8.8,5.7,0,63.6,NA,"wick",58.454,-3.088,"1934-12-01"
7.4,3,4,90.7,NA,"wick",58.454,-3.088,"1935-01-01"
6.4,0.6,10,65.3,NA,"wick",58.454,-3.088,"1935-02-01"
8.5,3.2,4,48.9,NA,"wick",58.454,-3.088,"1935-03-01"
8.3,3,7,72.7,NA,"wick",58.454,-3.088,"1935-04-01"
9.9,4.8,2,14.1,NA,"wick",58.454,-3.088,"1935-05-01"
12.9,8,0,23.3,NA,"wick",58.454,-3.088,"1935-06-01"
16.3,9.3,0,66.2,NA,"wick",58.454,-3.088,"1935-07-01"
16,10.4,0,74.4,NA,"wick",58.454,-3.088,"1935-08-01"
13.8,8,1,104,NA,"wick",58.454,-3.088,"1935-09-01"
10.4,4.2,1,115.9,NA,"wick",58.454,-3.088,"1935-10-01"
8.8,4.2,0,115.9,NA,"wick",58.454,-3.088,"1935-11-01"
5.7,0.4,13,78.2,NA,"wick",58.454,-3.088,"1935-12-01"
5,0,15,103.1,NA,"wick",58.454,-3.088,"1936-01-01"
5.2,0.4,10,37.7,NA,"wick",58.454,-3.088,"1936-02-01"
7.1,2.5,5,34.9,NA,"wick",58.454,-3.088,"1936-03-01"
8.3,1.8,5,32.5,NA,"wick",58.454,-3.088,"1936-04-01"
10.2,5.8,0,49.7,NA,"wick",58.454,-3.088,"1936-05-01"
13.7,7.3,0,28.1,NA,"wick",58.454,-3.088,"1936-06-01"
15.4,10.5,0,121.2,NA,"wick",58.454,-3.088,"1936-07-01"
16.1,10.5,0,64.2,NA,"wick",58.454,-3.088,"1936-08-01"
13.8,9.3,0,69.6,NA,"wick",58.454,-3.088,"1936-09-01"
11.4,4.8,2,88,NA,"wick",58.454,-3.088,"1936-10-01"
8.9,2.9,2,67.2,NA,"wick",58.454,-3.088,"1936-11-01"
7.3,1.8,4,83.1,NA,"wick",58.454,-3.088,"1936-12-01"
6.6,2.5,3,99.1,NA,"wick",58.454,-3.088,"1937-01-01"
5.3,0.6,9,88.1,NA,"wick",58.454,-3.088,"1937-02-01"
4.7,-0.2,14,49.8,NA,"wick",58.454,-3.088,"1937-03-01"
8.7,3.9,1,29.1,NA,"wick",58.454,-3.088,"1937-04-01"
11.4,6.4,0,17.5,NA,"wick",58.454,-3.088,"1937-05-01"
13.8,8,1,70.4,NA,"wick",58.454,-3.088,"1937-06-01"
15.2,10.6,0,49.7,NA,"wick",58.454,-3.088,"1937-07-01"
15.4,9.9,0,78.5,NA,"wick",58.454,-3.088,"1937-08-01"
14.3,7.6,0,44.4,NA,"wick",58.454,-3.088,"1937-09-01"
12.2,6.5,1,63.8,NA,"wick",58.454,-3.088,"1937-10-01"
8.3,3.5,4,37.2,NA,"wick",58.454,-3.088,"1937-11-01"
6.1,1,10,56,NA,"wick",58.454,-3.088,"1937-12-01"
7.2,2.3,4,89.9,NA,"wick",58.454,-3.088,"1938-01-01"
7.2,1.9,2,52,NA,"wick",58.454,-3.088,"1938-02-01"
11,4.3,1,53.7,NA,"wick",58.454,-3.088,"1938-03-01"
10,3.4,4,39.6,NA,"wick",58.454,-3.088,"1938-04-01"
10.9,5.3,2,66.4,NA,"wick",58.454,-3.088,"1938-05-01"
13.4,7.9,0,89.2,NA,"wick",58.454,-3.088,"1938-06-01"
15,9.7,0,87.9,NA,"wick",58.454,-3.088,"1938-07-01"
15.6,9.3,0,60.3,NA,"wick",58.454,-3.088,"1938-08-01"
14.3,8.4,0,74.5,NA,"wick",58.454,-3.088,"1938-09-01"
11.9,6.3,0,113.1,NA,"wick",58.454,-3.088,"1938-10-01"
9.3,4.3,4,71.2,NA,"wick",58.454,-3.088,"1938-11-01"
6.9,2.5,5,49.9,NA,"wick",58.454,-3.088,"1938-12-01"
5.4,-0.4,16,93.6,NA,"wick",58.454,-3.088,"1939-01-01"
7.8,2.9,3,31.8,NA,"wick",58.454,-3.088,"1939-02-01"
7.5,2.6,1,49.5,NA,"wick",58.454,-3.088,"1939-03-01"
9,3.4,1,25.2,NA,"wick",58.454,-3.088,"1939-04-01"
11.4,6.7,0,19.9,NA,"wick",58.454,-3.088,"1939-05-01"
14.5,8.2,0,31.2,NA,"wick",58.454,-3.088,"1939-06-01"
14.2,9.7,0,118.3,NA,"wick",58.454,-3.088,"1939-07-01"
15.4,10.6,0,40.3,NA,"wick",58.454,-3.088,"1939-08-01"
14.6,9.4,0,40.5,NA,"wick",58.454,-3.088,"1939-09-01"
10.5,5.1,0,39.7,NA,"wick",58.454,-3.088,"1939-10-01"
9.4,4.3,2,104.5,NA,"wick",58.454,-3.088,"1939-11-01"
6.7,2.6,5,85,NA,"wick",58.454,-3.088,"1939-12-01"
4.3,-1.1,14,36.3,NA,"wick",58.454,-3.088,"1940-01-01"
5.1,0.9,7,18,NA,"wick",58.454,-3.088,"1940-02-01"
6.8,0.7,12,45.1,NA,"wick",58.454,-3.088,"1940-03-01"
8.2,3.5,1,74.1,NA,"wick",58.454,-3.088,"1940-04-01"
11.9,7,0,44.3,NA,"wick",58.454,-3.088,"1940-05-01"
15.1,8.9,0,25.4,NA,"wick",58.454,-3.088,"1940-06-01"
14.1,9.9,0,114.6,NA,"wick",58.454,-3.088,"1940-07-01"
15.2,8.6,0,64.3,NA,"wick",58.454,-3.088,"1940-08-01"
13.4,7.1,0,57.7,NA,"wick",58.454,-3.088,"1940-09-01"
11.1,6.7,0,57.3,NA,"wick",58.454,-3.088,"1940-10-01"
8.8,3.3,0,99.2,NA,"wick",58.454,-3.088,"1940-11-01"
6.8,2,5,49.6,NA,"wick",58.454,-3.088,"1940-12-01"
3.9,-0.6,12,29.8,NA,"wick",58.454,-3.088,"1941-01-01"
4.6,-0.4,12,69,NA,"wick",58.454,-3.088,"1941-02-01"
5.7,0.3,10,38.3,NA,"wick",58.454,-3.088,"1941-03-01"
7,2.3,2,36.7,NA,"wick",58.454,-3.088,"1941-04-01"
9.4,4.2,3,23.1,NA,"wick",58.454,-3.088,"1941-05-01"
13.6,7.8,0,12.8,NA,"wick",58.454,-3.088,"1941-06-01"
15.5,9.9,0,50.4,NA,"wick",58.454,-3.088,"1941-07-01"
15,9.6,0,104.8,NA,"wick",58.454,-3.088,"1941-08-01"
15.2,9.8,0,39.5,NA,"wick",58.454,-3.088,"1941-09-01"
11.8,5.2,2,88.2,NA,"wick",58.454,-3.088,"1941-10-01"
9,4.6,2,81.6,NA,"wick",58.454,-3.088,"1941-11-01"
7.7,2.7,3,52.6,NA,"wick",58.454,-3.088,"1941-12-01"
4.5,0,14,111,NA,"wick",58.454,-3.088,"1942-01-01"
4.7,-0.6,15,58.1,NA,"wick",58.454,-3.088,"1942-02-01"
5.9,1.1,10,31.1,NA,"wick",58.454,-3.088,"1942-03-01"
9.5,3.4,2,24.5,NA,"wick",58.454,-3.088,"1942-04-01"
11.3,4.3,2,49.8,NA,"wick",58.454,-3.088,"1942-05-01"
13.5,7,0,24.8,NA,"wick",58.454,-3.088,"1942-06-01"
15.9,9,0,98.1,NA,"wick",58.454,-3.088,"1942-07-01"
15.5,10.2,0,43.5,NA,"wick",58.454,-3.088,"1942-08-01"
14.4,7.4,0,81.7,NA,"wick",58.454,-3.088,"1942-09-01"
11,5.1,0,109.1,NA,"wick",58.454,-3.088,"1942-10-01"
8.6,3.2,3,34.4,NA,"wick",58.454,-3.088,"1942-11-01"
7.9,3,6,91.3,NA,"wick",58.454,-3.088,"1942-12-01"
6.4,1.8,6,58.9,NA,"wick",58.454,-3.088,"1943-01-01"
8.7,2.2,3,83.1,NA,"wick",58.454,-3.088,"1943-02-01"
9.1,3,4,26.8,NA,"wick",58.454,-3.088,"1943-03-01"
11.3,4.2,2,63.5,NA,"wick",58.454,-3.088,"1943-04-01"
11.8,5.3,1,56.4,NA,"wick",58.454,-3.088,"1943-05-01"
14.4,8.1,0,44.7,NA,"wick",58.454,-3.088,"1943-06-01"
15.4,8.9,0,89,NA,"wick",58.454,-3.088,"1943-07-01"
14.9,8.2,0,84.7,NA,"wick",58.454,-3.088,"1943-08-01"
14.2,8,0,90,NA,"wick",58.454,-3.088,"1943-09-01"
